Id_Transaksi,Nama_Pembeli,Id_Kategori,Kategori,Sub _Kategori,Id_Alamat,Kota,Tanggal_Transaksi,Wilayah,Sales,Discount,Profit,Negara
OD2042,Ravi,2042,"Eggs, Meat & Fish",Chicken,2042,Madurai,6/3/2015,Central,2368,0.2,663.04,Tamil Nadu
OD2043,Sheeba,2043,Snacks,Noodles,2043,Kanyakumari,11/17/2017,Central,950,0.18,247,Tamil Nadu
OD2044,Alan,2044,Oil & Masala,Edible Oil & Ghee,2044,Trichy,5/14/2018,Central,1787,0.34,214.44,Tamil Nadu
OD2045,Sundar,2045,Snacks,Cookies,2045,Madurai,11/19/2018,Central,1000,0.26,440,Tamil Nadu
OD2046,Malik,2046,Bakery,Biscuits,2046,Perambalur,1/20/2018,Central,938,0.26,93.8,Tamil Nadu
OD2047,Ganesh,2047,"Eggs, Meat & Fish",Chicken,2047,Trichy,11/18/2015,Central,1094,0.28,229.74,Tamil Nadu
OD2048,Hussain,2048,Food Grains,Organic Staples,2048,Perambalur,5/4/2015,Central,1399,0.14,139.9,Tamil Nadu
OD2049,Ridhesh,2049,Snacks,Cookies,2049,Theni,12/29/2017,Central,1445,0.23,346.8,Tamil Nadu
OD2050,Shree,2050,Snacks,Chocolates,2050,Dindigul,9/1/2015,Central,1716,0.3,514.8,Tamil Nadu
OD2051,Mathew,2051,Beverages,Soft Drinks,2051,Madurai,3/14/2017,Central,1382,0.12,497.52,Tamil Nadu
OD2052,Akash,2052,Bakery,Breads & Buns,2052,Madurai,6/15/2017,Central,1554,0.35,497.28,Tamil Nadu
OD2053,Arvind,2053,Beverages,Soft Drinks,2053,Tirunelveli,10/23/2016,Central,2302,0.23,667.58,Tamil Nadu
OD2054,Hafiz,2054,Beverages,Health Drinks,2054,Trichy,5/17/2017,Central,624,0.23,106.08,Tamil Nadu
OD2055,Krithika,2055,Fruits & Veggies,Fresh Vegetables,2055,Trichy,8/18/2017,Central,1610,0.23,563.5,Tamil Nadu
OD2056,Anu,2056,Food Grains,Atta & Flour,2056,Krishnagiri,12/2/2015,Central,1331,0.35,266.2,Tamil Nadu
OD2057,Amy,2057,Snacks,Noodles,2057,Dharmapuri,5/17/2017,Central,1252,0.22,212.84,Tamil Nadu
OD2058,Amy,2058,Beverages,Soft Drinks,2058,Namakkal,1/15/2018,Central,766,0.11,137.88,Tamil Nadu
OD2059,Sheeba,2059,Bakery,Biscuits,2059,Nagercoil,8/18/2017,Central,1163,0.32,441.94,Tamil Nadu
OD2060,Shah,2060,Oil & Masala,Spices,2060,Vellore,12/27/2015,Central,885,0.18,115.05,Tamil Nadu
OD2061,Mathew,2061,Food Grains,Rice,2061,Pudukottai,11/22/2015,Central,632,0.34,233.84,Tamil Nadu
OD2062,Amrish,2062,Snacks,Noodles,2062,Chennai,12/11/2018,Central,1778,0.21,551.18,Tamil Nadu
OD2063,Alan,2063,"Eggs, Meat & Fish",Chicken,2063,Salem,6/29/2018,Central,1547,0.29,340.34,Tamil Nadu
OD2064,Ramesh,2064,Bakery,Biscuits,2064,Tirunelveli,9/27/2016,Central,991,0.35,356.76,Tamil Nadu
OD2065,Veronica,2065,Fruits & Veggies,Organic Fruits,2065,Tirunelveli,9/30/2017,Central,1995,0.33,558.6,Tamil Nadu
OD2066,Malik,2066,Beverages,Health Drinks,2066,Vellore,6/25/2016,Central,615,0.22,258.3,Tamil Nadu
OD2067,Yadav,2067,Oil & Masala,Spices,2067,Namakkal,10/10/2017,Central,2114,0.33,803.32,Tamil Nadu
OD2068,Sabeela,2068,Beverages,Soft Drinks,2068,Bodi,11/18/2015,Central,989,0.12,375.82,Tamil Nadu
OD2069,Malik,2069,"Eggs, Meat & Fish",Mutton,2069,Krishnagiri,9/1/2015,Central,663,0.3,92.82,Tamil Nadu
OD2070,Yadav,2070,Food Grains,Rice,2070,Virudhunagar,10/13/2018,Central,1290,0.27,464.4,Tamil Nadu
OD2071,Yusuf,2071,Bakery,Breads & Buns,2071,Karur,11/29/2016,Central,1116,0.18,122.76,Tamil Nadu
OD2072,Hussain,2072,Fruits & Veggies,Fresh Fruits,2072,Perambalur,1/15/2018,Central,1937,0.23,464.88,Tamil Nadu
OD2073,Verma,2073,Fruits & Veggies,Organic Fruits,2073,Virudhunagar,8/28/2017,Central,969,0.11,184.11,Tamil Nadu
OD2074,Sudha,2074,Bakery,Cakes,2074,Madurai,8/4/2017,Central,2056,0.14,431.76,Tamil Nadu
OD2075,Krithika,2075,Fruits & Veggies,Fresh Fruits,2075,Pudukottai,5/27/2015,Central,2351,0.1,987.42,Tamil Nadu
OD2076,Shah,2076,Beverages,Soft Drinks,2076,Trichy,11/19/2018,Central,2183,0.19,480.26,Tamil Nadu
OD2077,Krithika,2077,Oil & Masala,Edible Oil & Ghee,2077,Coimbatore,11/26/2018,Central,537,0.12,161.1,Tamil Nadu
OD2078,Ridhesh,2078,Beverages,Soft Drinks,2078,Tirunelveli,8/15/2015,Central,1534,0.1,475.54,Tamil Nadu
OD2079,Adavan,2079,Snacks,Cookies,2079,Ramanadhapuram,8/28/2017,Central,2434,0.13,803.22,Tamil Nadu
OD2080,Jackson,2080,Bakery,Biscuits,2080,Nagercoil,9/20/2015,East,2252,0.12,788.2,Tamil Nadu
OD2081,Veena,2081,Bakery,Biscuits,2081,Karur,9/2/2015,East,2122,0.22,212.2,Tamil Nadu
OD2082,Hussain,2082,Oil & Masala,Spices,2082,Namakkal,10/17/2017,East,1739,0.26,86.95,Tamil Nadu
OD2083,Rumaiza,2083,Bakery,Cakes,2083,Madurai,2/14/2017,East,1829,0.29,475.54,Tamil Nadu
OD2084,Krithika,2084,Oil & Masala,Masalas,2084,Cumbum,11/24/2017,East,1491,0.17,387.66,Tamil Nadu
OD2085,Ram,2085,Snacks,Chocolates,2085,Coimbatore,3/9/2017,East,2383,0.29,119.15,Tamil Nadu
OD2086,Amrish,2086,Bakery,Biscuits,2086,Tirunelveli,3/13/2018,East,968,0.12,174.24,Tamil Nadu
OD2087,Kumar,2087,Food Grains,Dals & Pulses,2087,Ramanadhapuram,5/30/2016,East,1762,0.15,299.54,Tamil Nadu
OD2088,Veronica,2088,Oil & Masala,Spices,2088,Theni,6/6/2015,East,1623,0.35,194.76,Tamil Nadu
OD2089,Amy,2089,Fruits & Veggies,Organic Fruits,2089,Ooty,3/13/2018,East,1536,0.1,307.2,Tamil Nadu
OD2090,Malik,2090,"Eggs, Meat & Fish",Eggs,2090,Nagercoil,4/14/2017,East,829,0.14,339.89,Tamil Nadu
OD2091,Adavan,2091,Snacks,Chocolates,2091,Dharmapuri,4/30/2018,East,828,0.33,281.52,Tamil Nadu
OD2092,Amrish,2092,Food Grains,Dals & Pulses,2092,Pudukottai,5/17/2017,East,1308,0.3,366.24,Tamil Nadu
OD2093,Sudha,2093,Bakery,Breads & Buns,2093,Viluppuram,10/12/2018,East,1441,0.25,605.22,Tamil Nadu
OD2094,Suresh,2094,Oil & Masala,Edible Oil & Ghee,2094,Dharmapuri,10/20/2016,East,2305,0.35,161.35,Tamil Nadu
OD2095,Adavan,2095,Fruits & Veggies,Organic Vegetables,2095,Dharmapuri,11/24/2017,East,1803,0.26,432.72,Tamil Nadu
OD2096,Malik,2096,Beverages,Soft Drinks,2096,Krishnagiri,11/7/2017,East,556,0.18,111.2,Tamil Nadu
OD2097,Veronica,2097,Fruits & Veggies,Fresh Fruits,2097,Vellore,9/7/2018,East,2335,0.18,677.15,Tamil Nadu
OD2098,Sudeep,2098,Beverages,Soft Drinks,2098,Dharmapuri,12/4/2017,East,1324,0.34,66.2,Tamil Nadu
OD2099,Sundar,2099,"Eggs, Meat & Fish",Eggs,2099,Theni,8/9/2016,East,1400,0.1,462,Tamil Nadu
OD2100,Hussain,2100,Bakery,Breads & Buns,2100,Ooty,4/7/2016,East,1768,0.33,654.16,Tamil Nadu
OD2101,Veronica,2101,"Eggs, Meat & Fish",Mutton,2101,Karur,9/19/2017,East,949,0.32,94.9,Tamil Nadu
OD2102,Vince,2102,"Eggs, Meat & Fish",Fish,2102,Kanyakumari,12/2/2018,East,1548,0.34,216.72,Tamil Nadu
OD2103,Jonas,2103,Bakery,Cakes,2103,Pudukottai,2/27/2017,East,1753,0.16,105.18,Tamil Nadu
OD2104,Anu,2104,Bakery,Cakes,2104,Namakkal,6/21/2015,East,1614,0.32,161.4,Tamil Nadu
OD2105,Akash,2105,Snacks,Cookies,2105,Perambalur,4/25/2016,East,1191,0.1,131.01,Tamil Nadu
OD2106,Anu,2106,Oil & Masala,Edible Oil & Ghee,2106,Krishnagiri,9/23/2015,East,1339,0.21,321.36,Tamil Nadu
OD2107,Yusuf,2107,Snacks,Noodles,2107,Nagercoil,2/14/2017,East,540,0.2,97.2,Tamil Nadu
OD2108,Ramesh,2108,Fruits & Veggies,Organic Vegetables,2108,Nagercoil,11/17/2018,East,2370,0.21,545.1,Tamil Nadu
OD2109,Hussain,2109,Beverages,Soft Drinks,2109,Namakkal,11/27/2017,East,2074,0.3,850.34,Tamil Nadu
OD2110,Jackson,2110,"Eggs, Meat & Fish",Chicken,2110,Coimbatore,9/2/2015,East,1612,0.16,225.68,Tamil Nadu
OD2111,Vidya,2111,Snacks,Chocolates,2111,Salem,11/20/2018,East,1349,0.22,229.33,Tamil Nadu
OD2112,Rumaiza,2112,Beverages,Health Drinks,2112,Chennai,8/15/2015,East,2023,0.32,667.59,Tamil Nadu
OD2113,Muneer,2113,Snacks,Chocolates,2113,Dindigul,9/23/2015,East,746,0.1,223.8,Tamil Nadu
OD2114,Veronica,2114,Bakery,Cakes,2114,Dharmapuri,8/9/2016,East,1637,0.18,441.99,Tamil Nadu
OD2115,Yusuf,2115,Oil & Masala,Masalas,2115,Nagercoil,12/29/2018,East,1479,0.29,428.91,Tamil Nadu
OD2116,Vinne,2116,Beverages,Health Drinks,2116,Pudukottai,12/5/2018,East,2231,0.32,423.89,Tamil Nadu
OD2117,Surya,2117,Oil & Masala,Spices,2117,Namakkal,3/9/2017,East,2110,0.1,611.9,Tamil Nadu
OD2118,Ramesh,2118,Food Grains,Organic Staples,2118,Virudhunagar,9/2/2015,East,1840,0.16,588.8,Tamil Nadu
OD2119,Sudha,2119,Bakery,Breads & Buns,2119,Tirunelveli,8/9/2016,East,2139,0.35,106.95,Tamil Nadu
OD2120,Aditi,2120,"Eggs, Meat & Fish",Fish,2120,Trichy,6/21/2015,East,1065,0.11,372.75,Tamil Nadu
OD2121,Shah,2121,Oil & Masala,Edible Oil & Ghee,2121,Tirunelveli,11/14/2017,East,1070,0.35,181.9,Tamil Nadu
OD2122,Amrish,2122,Food Grains,Rice,2122,Viluppuram,12/4/2017,East,1878,0.14,131.46,Tamil Nadu
OD2123,Muneer,2123,Snacks,Chocolates,2123,Trichy,11/7/2017,East,2021,0.11,505.25,Tamil Nadu
OD2124,Arvind,2124,"Eggs, Meat & Fish",Fish,2124,Theni,9/10/2015,East,1263,0.3,429.42,Tamil Nadu
OD2125,Akash,2125,Beverages,Soft Drinks,2125,Cumbum,3/9/2017,East,1176,0.27,246.96,Tamil Nadu
OD2126,Peer,2126,"Eggs, Meat & Fish",Chicken,2126,Cumbum,11/7/2017,East,1948,0.25,155.84,Tamil Nadu
OD2127,Komal,2127,Food Grains,Dals & Pulses,2127,Trichy,5/6/2018,East,1816,0.31,127.12,Tamil Nadu
OD2128,Sudeep,2128,Beverages,Health Drinks,2128,Trichy,3/13/2018,East,752,0.23,338.4,Tamil Nadu
OD2129,Arutra,2129,"Eggs, Meat & Fish",Eggs,2129,Chennai,2/10/2018,East,2167,0.29,736.78,Tamil Nadu
OD2130,Roshan,2130,Snacks,Cookies,2130,Tirunelveli,11/27/2017,East,1544,0.1,617.6,Tamil Nadu
OD2131,Vince,2131,Food Grains,Dals & Pulses,2131,Virudhunagar,12/4/2017,East,1945,0.25,486.25,Tamil Nadu
OD2132,Hussain,2132,Oil & Masala,Masalas,2132,Madurai,4/7/2016,East,951,0.11,171.18,Tamil Nadu
OD2133,Vidya,2133,Beverages,Health Drinks,2133,Salem,10/13/2018,East,2489,0.35,224.01,Tamil Nadu
OD2134,Anu,2134,Fruits & Veggies,Organic Vegetables,2134,Pudukottai,6/21/2015,East,1951,0.27,234.12,Tamil Nadu
OD2135,Sudha,2135,Snacks,Cookies,2135,Bodi,9/2/2015,East,947,0.19,151.52,Tamil Nadu
OD2136,Hafiz,2136,"Eggs, Meat & Fish",Mutton,2136,Ooty,11/27/2017,East,2389,0.21,692.81,Tamil Nadu
OD2137,Akash,2137,Oil & Masala,Edible Oil & Ghee,2137,Coimbatore,9/12/2018,East,1295,0.11,220.15,Tamil Nadu
OD2138,Peer,2138,Food Grains,Dals & Pulses,2138,Perambalur,9/12/2018,East,1804,0.25,126.28,Tamil Nadu
OD2139,Surya,2139,Fruits & Veggies,Fresh Fruits,2139,Trichy,11/27/2017,East,2045,0.22,920.25,Tamil Nadu
OD2140,Muneer,2140,Oil & Masala,Spices,2140,Coimbatore,9/7/2018,East,1146,0.2,401.1,Tamil Nadu
OD2141,Arutra,2141,Food Grains,Organic Staples,2141,Tirunelveli,4/23/2018,East,1074,0.28,375.9,Tamil Nadu
OD2142,Jackson,2142,Snacks,Cookies,2142,Kanyakumari,9/20/2016,East,959,0.21,95.9,Tamil Nadu
OD2143,Amy,2143,Beverages,Health Drinks,2143,Bodi,9/20/2015,East,2062,0.23,618.6,Tamil Nadu
OD2144,Akash,2144,Fruits & Veggies,Organic Fruits,2144,Tirunelveli,9/12/2018,East,1431,0.18,515.16,Tamil Nadu
OD2145,Rumaiza,2145,Fruits & Veggies,Fresh Fruits,2145,Salem,12/2/2018,East,1097,0.27,285.22,Tamil Nadu
OD2146,Rumaiza,2146,Oil & Masala,Spices,2146,Chennai,11/20/2018,East,1052,0.33,473.4,Tamil Nadu
OD2147,Esther,2147,Snacks,Noodles,2147,Salem,10/14/2015,East,2309,0.31,946.69,Tamil Nadu
OD2148,Ganesh,2148,Beverages,Soft Drinks,2148,Salem,5/17/2017,East,1839,0.14,680.43,Tamil Nadu
OD2149,Esther,2149,Food Grains,Atta & Flour,2149,Nagercoil,1/15/2018,East,2440,0.28,414.8,Tamil Nadu
OD2150,Haseena,2150,Oil & Masala,Spices,2150,Perambalur,9/18/2017,East,1360,0.16,176.8,Tamil Nadu
OD2151,Esther,2151,Fruits & Veggies,Organic Vegetables,2151,Virudhunagar,12/4/2017,East,1313,0.24,223.21,Tamil Nadu
OD2152,Shah,2152,Food Grains,Rice,2152,Viluppuram,12/19/2016,East,2443,0.35,171.01,Tamil Nadu
OD2153,Krithika,2153,Beverages,Health Drinks,2153,Krishnagiri,1/29/2018,East,1810,0.26,796.4,Tamil Nadu
OD2154,Yadav,2154,"Eggs, Meat & Fish",Fish,2154,Virudhunagar,8/19/2017,East,1081,0.24,367.54,Tamil Nadu
OD2155,Esther,2155,Oil & Masala,Masalas,2155,Kanyakumari,12/7/2016,East,1066,0.33,319.8,Tamil Nadu
OD2156,Jonas,2156,Food Grains,Atta & Flour,2156,Chennai,8/9/2016,East,1936,0.3,135.52,Tamil Nadu
OD2157,Ridhesh,2157,Beverages,Health Drinks,2157,Perambalur,11/7/2017,East,656,0.25,209.92,Tamil Nadu
OD2158,Vidya,2158,Fruits & Veggies,Organic Vegetables,2158,Namakkal,5/3/2017,East,2052,0.32,266.76,Tamil Nadu
OD2159,Verma,2159,Bakery,Breads & Buns,2159,Perambalur,2/7/2017,East,1589,0.34,301.91,Tamil Nadu
OD2160,Amy,2160,Bakery,Breads & Buns,2160,Chennai,4/23/2017,East,1482,0.23,414.96,Tamil Nadu
OD2161,Yusuf,2161,Bakery,Breads & Buns,2161,Cumbum,10/15/2015,East,1126,0.27,304.02,Tamil Nadu
OD2162,Adavan,2162,Oil & Masala,Spices,2162,Kanyakumari,12/10/2018,East,550,0.21,132,Tamil Nadu
OD2163,Ravi,2163,Fruits & Veggies,Fresh Vegetables,2163,Theni,11/21/2018,East,953,0.3,324.02,Tamil Nadu
OD2164,Malik,2164,Snacks,Chocolates,2164,Madurai,5/16/2018,East,541,0.15,173.12,Tamil Nadu
OD2165,Harish,2165,Beverages,Health Drinks,2165,Tirunelveli,8/25/2018,East,1814,0.35,816.3,Tamil Nadu
OD2166,Vinne,2166,Oil & Masala,Masalas,2166,Ooty,7/28/2017,East,2428,0.21,194.24,Tamil Nadu
OD2167,Krithika,2167,Snacks,Cookies,2167,Madurai,12/19/2016,East,1426,0.13,399.28,Tamil Nadu
OD2168,Roshan,2168,Beverages,Health Drinks,2168,Madurai,6/16/2016,East,1559,0.26,77.95,Tamil Nadu
OD2169,Vidya,2169,Beverages,Soft Drinks,2169,Tenkasi,12/19/2016,East,1710,0.33,769.5,Tamil Nadu
OD2170,Mathew,2170,Beverages,Health Drinks,2170,Tirunelveli,11/20/2017,East,1624,0.12,535.92,Tamil Nadu
OD2171,Veena,2171,"Eggs, Meat & Fish",Mutton,2171,Ramanadhapuram,7/7/2018,East,1459,0.1,554.42,Tamil Nadu
OD2172,Yadav,2172,Food Grains,Dals & Pulses,2172,Tirunelveli,12/1/2018,East,1000,0.18,100,Tamil Nadu
OD2173,Krithika,2173,Oil & Masala,Spices,2173,Krishnagiri,7/7/2018,East,704,0.34,295.68,Tamil Nadu
OD2174,Shree,2174,Food Grains,Organic Staples,2174,Kanyakumari,8/13/2016,East,1568,0.22,439.04,Tamil Nadu
OD2175,Shree,2175,Bakery,Breads & Buns,2175,Ooty,10/21/2015,East,1452,0.25,450.12,Tamil Nadu
OD2176,Amrish,2176,Food Grains,Dals & Pulses,2176,Karur,12/19/2016,East,1995,0.35,578.55,Tamil Nadu
OD2177,Haseena,2177,Beverages,Soft Drinks,2177,Krishnagiri,2/27/2015,East,1960,0.15,705.6,Tamil Nadu
OD2178,Veronica,2178,Fruits & Veggies,Fresh Vegetables,2178,Virudhunagar,12/8/2018,East,1026,0.19,266.76,Tamil Nadu
OD2179,Malik,2179,"Eggs, Meat & Fish",Fish,2179,Krishnagiri,11/24/2017,East,724,0.3,86.88,Tamil Nadu
OD2180,Arutra,2180,Snacks,Noodles,2180,Madurai,12/31/2017,East,2410,0.25,939.9,Tamil Nadu
OD2181,Akash,2181,Snacks,Noodles,2181,Namakkal,11/21/2018,East,1897,0.21,170.73,Tamil Nadu
OD2182,Jackson,2182,Beverages,Health Drinks,2182,Kanyakumari,11/5/2016,East,2120,0.23,551.2,Tamil Nadu
OD2183,Sheeba,2183,Bakery,Cakes,2183,Ramanadhapuram,7/11/2016,East,2241,0.33,694.71,Tamil Nadu
OD2184,Arutra,2184,Bakery,Breads & Buns,2184,Trichy,8/19/2017,East,993,0.11,148.95,Tamil Nadu
OD2185,Verma,2185,"Eggs, Meat & Fish",Fish,2185,Chennai,12/7/2016,East,2253,0.33,901.2,Tamil Nadu
OD2186,Willams,2186,Beverages,Soft Drinks,2186,Kanyakumari,8/3/2018,East,523,0.18,62.76,Tamil Nadu
OD2187,Krithika,2187,Snacks,Noodles,2187,Viluppuram,4/23/2017,East,2156,0.15,883.96,Tamil Nadu
OD2188,Verma,2188,Beverages,Soft Drinks,2188,Dindigul,5/3/2017,East,1929,0.21,231.48,Tamil Nadu
OD2189,Sudha,2189,"Eggs, Meat & Fish",Chicken,2189,Krishnagiri,9/22/2016,East,1923,0.26,288.45,Tamil Nadu
OD2190,Yadav,2190,"Eggs, Meat & Fish",Mutton,2190,Karur,8/19/2017,East,527,0.26,68.51,Tamil Nadu
OD2191,Ganesh,2191,Beverages,Soft Drinks,2191,Tenkasi,9/9/2018,East,2350,0.21,470,Tamil Nadu
OD2192,Sudeep,2192,Fruits & Veggies,Organic Vegetables,2192,Krishnagiri,4/5/2016,East,1213,0.17,266.86,Tamil Nadu
OD2193,Ram,2193,"Eggs, Meat & Fish",Fish,2193,Krishnagiri,6/1/2018,East,1924,0.11,538.72,Tamil Nadu
OD2194,Krithika,2194,Fruits & Veggies,Fresh Fruits,2194,Bodi,4/23/2017,East,1055,0.1,94.95,Tamil Nadu
OD2195,Veena,2195,Beverages,Health Drinks,2195,Trichy,11/10/2017,East,693,0.31,55.44,Tamil Nadu
OD2196,Jackson,2196,Bakery,Biscuits,2196,Krishnagiri,1/15/2018,East,1821,0.26,801.24,Tamil Nadu
OD2197,Harish,2197,Bakery,Breads & Buns,2197,Virudhunagar,6/10/2017,East,809,0.14,218.43,Tamil Nadu
OD2198,James,2198,Food Grains,Atta & Flour,2198,Ramanadhapuram,12/22/2018,East,859,0.35,42.95,Tamil Nadu
OD2199,Surya,2199,Beverages,Health Drinks,2199,Madurai,12/10/2018,East,2371,0.12,308.23,Tamil Nadu
OD2200,Krithika,2200,Snacks,Noodles,2200,Pudukottai,11/20/2017,East,2273,0.18,613.71,Tamil Nadu
OD2201,Komal,2201,Food Grains,Rice,2201,Kanyakumari,6/1/2018,East,2240,0.3,291.2,Tamil Nadu
OD2202,Suresh,2202,Oil & Masala,Spices,2202,Tirunelveli,9/9/2018,East,1170,0.13,70.2,Tamil Nadu
OD2203,Krithika,2203,Bakery,Biscuits,2203,Kanyakumari,9/14/2018,East,2041,0.32,836.81,Tamil Nadu
OD2204,Ram,2204,Fruits & Veggies,Fresh Fruits,2204,Kanyakumari,9/16/2018,East,1651,0.29,198.12,Tamil Nadu
OD2205,Sudha,2205,Snacks,Chocolates,2205,Perambalur,9/16/2018,East,835,0.23,208.75,Tamil Nadu
OD2206,Jonas,2206,Bakery,Cakes,2206,Bodi,11/20/2017,East,1517,0.28,121.36,Tamil Nadu
OD2207,Anu,2207,Oil & Masala,Edible Oil & Ghee,2207,Ramanadhapuram,11/5/2016,East,1087,0.3,413.06,Tamil Nadu
OD2208,Sabeela,2208,"Eggs, Meat & Fish",Chicken,2208,Nagercoil,9/9/2018,East,1768,0.26,300.56,Tamil Nadu
OD2209,Ganesh,2209,Food Grains,Dals & Pulses,2209,Chennai,7/11/2016,East,1088,0.31,282.88,Tamil Nadu
OD2210,Aditi,2210,Fruits & Veggies,Organic Fruits,2210,Coimbatore,9/21/2015,East,2225,0.12,689.75,Tamil Nadu
OD2211,Kumar,2211,Fruits & Veggies,Organic Vegetables,2211,Cumbum,7/11/2016,East,919,0.27,119.47,Tamil Nadu
OD2212,Amrish,2212,Fruits & Veggies,Fresh Fruits,2212,Namakkal,9/14/2018,East,1048,0.15,94.32,Tamil Nadu
OD2213,Vinne,2213,Snacks,Chocolates,2213,Tenkasi,7/28/2017,East,871,0.17,339.69,Tamil Nadu
OD2214,Ravi,2214,Food Grains,Atta & Flour,2214,Salem,5/30/2018,South,1045,0.27,323.95,Tamil Nadu
OD2215,Willams,2215,Beverages,Soft Drinks,2215,Trichy,4/16/2016,South,2310,0.23,970.2,Tamil Nadu
OD2216,Sudeep,2216,Snacks,Chocolates,2216,Viluppuram,12/11/2016,South,2000,0.17,400,Tamil Nadu
OD2217,Vince,2217,Beverages,Health Drinks,2217,Ramanadhapuram,6/6/2017,South,636,0.22,203.52,Tamil Nadu
OD2218,Muneer,2218,Bakery,Biscuits,2218,Ramanadhapuram,12/19/2018,South,1090,0.1,457.8,Tamil Nadu
OD2219,Aditi,2219,Fruits & Veggies,Fresh Fruits,2219,Chennai,10/30/2016,South,1073,0.12,203.87,Tamil Nadu
OD2220,Ramesh,2220,Fruits & Veggies,Fresh Fruits,2220,Dharmapuri,12/2/2018,South,2019,0.25,524.94,Tamil Nadu
OD2221,Ramesh,2221,"Eggs, Meat & Fish",Chicken,2221,Ooty,6/6/2017,South,2359,0.33,424.62,Tamil Nadu
OD2222,Krithika,2222,"Eggs, Meat & Fish",Chicken,2222,Vellore,6/6/2017,South,1678,0.12,587.3,Tamil Nadu
OD2223,Vince,2223,Food Grains,Dals & Pulses,2223,Krishnagiri,8/12/2015,South,2291,0.14,458.2,Tamil Nadu
OD2224,Sudeep,2224,Food Grains,Atta & Flour,2224,Nagercoil,10/13/2018,South,1468,0.27,499.12,Tamil Nadu
OD2225,Malik,2225,"Eggs, Meat & Fish",Eggs,2225,Cumbum,6/6/2017,South,2112,0.3,485.76,Tamil Nadu
OD2226,Sheeba,2226,Oil & Masala,Masalas,2226,Tirunelveli,5/5/2017,South,2251,0.12,540.24,Tamil Nadu
OD2227,Veronica,2227,Fruits & Veggies,Organic Vegetables,2227,Pudukottai,9/24/2018,South,1589,0.3,301.91,Tamil Nadu
OD2228,Vidya,2228,Beverages,Health Drinks,2228,Ooty,11/2/2016,South,1366,0.13,478.1,Tamil Nadu
OD2229,Kumar,2229,Bakery,Cakes,2229,Coimbatore,12/23/2016,South,1945,0.12,719.65,Tamil Nadu
OD2230,Komal,2230,Snacks,Chocolates,2230,Ramanadhapuram,9/22/2018,South,1852,0.11,370.4,Tamil Nadu
OD2231,Yadav,2231,Beverages,Soft Drinks,2231,Krishnagiri,2/12/2017,South,2222,0.33,177.76,Tamil Nadu
OD2232,Sundar,2232,Beverages,Health Drinks,2232,Salem,8/13/2017,South,800,0.1,48,Tamil Nadu
OD2233,Hussain,2233,Beverages,Health Drinks,2233,Viluppuram,3/23/2016,South,1170,0.14,70.2,Tamil Nadu
OD2234,Rumaiza,2234,Snacks,Chocolates,2234,Nagercoil,10/13/2018,South,2197,0.27,549.25,Tamil Nadu
OD2235,Vinne,2235,Oil & Masala,Masalas,2235,Coimbatore,3/23/2016,South,2190,0.34,569.4,Tamil Nadu
OD2236,Mathew,2236,Snacks,Cookies,2236,Dharmapuri,4/30/2015,South,2032,0.26,629.92,Tamil Nadu
OD2237,Yadav,2237,"Eggs, Meat & Fish",Mutton,2237,Vellore,7/24/2017,South,1599,0.27,399.75,Tamil Nadu
OD2238,Mathew,2238,"Eggs, Meat & Fish",Fish,2238,Viluppuram,4/30/2015,South,870,0.26,365.4,Tamil Nadu
OD2239,Aditi,2239,Beverages,Soft Drinks,2239,Chennai,5/19/2015,South,610,0.13,115.9,Tamil Nadu
OD2240,Aditi,2240,Bakery,Cakes,2240,Namakkal,5/6/2018,South,1622,0.12,81.1,Tamil Nadu
OD2241,Sharon,2241,Bakery,Biscuits,2241,Bodi,2/12/2017,South,703,0.18,246.05,Tamil Nadu
OD2242,Anu,2242,"Eggs, Meat & Fish",Eggs,2242,Namakkal,9/24/2018,South,574,0.25,212.38,Tamil Nadu
OD2243,Arvind,2243,Bakery,Biscuits,2243,Ramanadhapuram,8/13/2017,South,2267,0.15,612.09,Tamil Nadu
OD2244,Sudha,2244,Beverages,Soft Drinks,2244,Tenkasi,10/13/2018,South,821,0.25,221.67,Tamil Nadu
OD2245,Ridhesh,2245,Bakery,Breads & Buns,2245,Karur,1/14/2018,South,2473,0.33,1038.66,Tamil Nadu
OD2246,Willams,2246,Beverages,Soft Drinks,2246,Tirunelveli,5/1/2017,South,2478,0.1,941.64,Tamil Nadu
OD2247,Verma,2247,Oil & Masala,Masalas,2247,Coimbatore,6/20/2018,South,637,0.21,121.03,Tamil Nadu
OD2248,Malik,2248,Food Grains,Rice,2248,Cumbum,12/30/2015,South,813,0.17,317.07,Tamil Nadu
OD2249,Ganesh,2249,Food Grains,Atta & Flour,2249,Tenkasi,6/23/2015,South,502,0.23,145.58,Tamil Nadu
OD2250,Sheeba,2250,Snacks,Noodles,2250,Ramanadhapuram,11/19/2017,South,2119,0.14,847.6,Tamil Nadu
OD2251,Aditi,2251,Food Grains,Dals & Pulses,2251,Vellore,5/1/2018,South,1149,0.22,103.41,Tamil Nadu
OD2252,Veena,2252,Snacks,Cookies,2252,Viluppuram,11/30/2016,South,1400,0.11,336,Tamil Nadu
OD2253,Veena,2253,Bakery,Breads & Buns,2253,Dindigul,12/16/2017,South,1486,0.27,208.04,Tamil Nadu
OD2254,Hussain,2254,Snacks,Noodles,2254,Cumbum,11/20/2018,South,1847,0.18,591.04,Tamil Nadu
